Attaching to grafana-practica, prometheus-practica, redis-practica, postgres-practica, loki-practica, nginx-practica
[36mgrafana-practica |[0m logger=settings t=2025-12-03T17:30:00.523469684Z level=info msg="Starting Grafana" version=12.3.0 commit=20051fb1fc604fc54aae76356da1c14612af41d0 branch=release-12.3.0 compiled=2025-12-03T17:30:00Z
[33mloki-practica |[0m level=info ts=2025-12-03T17:33:53.863053076Z caller=metrics.go:237 component=querier org_id=fake latency=fast query=vector(1)+vector(1) query_hash=2536976802 query_type=metric range_type=instant length=0s start_delta=-620893h32m46.136958145s end_delta=-620893h32m46.136958025s step=0s duration=101.311µs status=200 limit=100 returned_lines=0 throughput=0B total_bytes=0B total_bytes_structured_metadata=0B lines_per_second=0 total_lines=0 post_filter_lines=0 total_entries=1 store_chunks_download_time=0s queue_time=117.211µs splits=0 shards=0 query_referenced_structured_metadata=false pipeline_wrapper_filtered_lines=0 chunk_refs_fetch_time=0s cache_chunk_req=0 cache_chunk_hit=0 cache_chunk_bytes_stored=0 cache_chunk_bytes_fetched=0 cache_chunk_download_time=0s cache_index_req=0 cache_index_hit=0 cache_index_download_time=0s cache_stats_results_req=0 cache_stats_results_hit=0 cache_stats_results_download_time=0s cache_volume_results_req=0 cache_volume_results_hit=0 cache_volume_results_download_time=0s cache_result_req=0 cache_result_hit=0 cache_result_download_time=0s cache_result_query_length_served=0s cardinality_estimate=0 ingester_chunk_refs=0 ingester_chunk_downloaded=0 ingester_chunk_matches=0 ingester_requests=0 ingester_chunk_head_bytes=0B ingester_chunk_compressed_bytes=0B ingester_chunk_decompressed_bytes=0B ingester_post_filter_lines=0 congestion_control_latency=0s index_total_chunks=0 index_post_bloom_filter_chunks=0 index_bloom_filter_ratio=0.00 index_used_bloom_filters=false index_shard_resolver_duration=0s disable_pipeline_wrappers=false has_labelfilter_before_parser=false
[33mloki-practica |[0m level=info ts=2025-12-03T17:33:53.865129897Z caller=metrics.go:237 component=frontend org_id=fake latency=fast query=vector(1)+vector(1) query_hash=2536976802 query_type=metric range_type=instant length=0s start_delta=-620893h32m46.134878329s end_delta=-620893h32m46.134878229s step=0s duration=29.356095ms status=200 limit=100 returned_lines=0 throughput=0B total_bytes=0B total_bytes_structured_metadata=0B lines_per_second=0 total_lines=0 post_filter_lines=0 total_entries=1 store_chunks_download_time=0s queue_time=117.211µs splits=0 shards=0 query_referenced_structured_metadata=false pipeline_wrapper_filtered_lines=0 chunk_refs_fetch_time=0s cache_chunk_req=0 cache_chunk_hit=0 cache_chunk_bytes_stored=0 cache_chunk_bytes_fetched=0 cache_chunk_download_time=0s cache_index_req=0 cache_index_hit=0 cache_index_download_time=0s cache_stats_results_req=0 cache_stats_results_hit=0 cache_stats_results_download_time=0s cache_volume_results_req=0 cache_volume_results_hit=0 cache_volume_results_download_time=0s cache_result_req=0 cache_result_hit=0 cache_result_download_time=0s cache_result_query_length_served=0s cardinality_estimate=0 ingester_chunk_refs=0 ingester_chunk_downloaded=0 ingester_chunk_matches=0 ingester_requests=0 ingester_chunk_head_bytes=0B ingester_chunk_compressed_bytes=0B ingester_chunk_decompressed_bytes=0B ingester_post_filter_lines=0 congestion_control_latency=0s index_total_chunks=0 index_post_bloom_filter_chunks=0 index_bloom_filter_ratio=0.00 index_used_bloom_filters=false index_shard_resolver_duration=0s disable_pipeline_wrappers=false has_labelfilter_before_parser=false
[33mloki-practica |[0m level=info ts=2025-12-03T17:33:55.611717727Z caller=table_manager.go:136 index-store=tsdb-2020-10-24 msg="uploading tables"
[33mloki-practica |[0m level=info ts=2025-12-03T17:33:55.639682112Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-03T17:33:55.639703783Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-03T17:34:25.639892071Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-03T17:34:25.639912831Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.016323429Z level=info msg="Executing migration" id="create index UQE_user_login - v2"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.017078292Z level=info msg="Migration successfully executed" id="create index UQE_user_login - v2" duration=756.204µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.06002963Z level=info msg="Executing migration" id="create index UQE_user_email - v2"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.060796515Z level=info msg="Migration successfully executed" id="create index UQE_user_email - v2" duration=768.928µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.067835101Z level=info msg="Executing migration" id="copy data_source v1 to v2"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.068301379Z level=info msg="Migration successfully executed" id="copy data_source v1 to v2" duration=467.861µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.074499167Z level=info msg="Executing migration" id="Drop old table user_v1"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.075022823Z level=info msg="Migration successfully executed" id="Drop old table user_v1" duration=523.256µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.085702705Z level=info msg="Executing migration" id="Add column help_flags1 to user table"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.086873561Z level=info msg="Migration successfully executed" id="Add column help_flags1 to user table" duration=1.172229ms
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.10987092Z level=info msg="Executing migration" id="Update user table charset"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.10990269Z level=info msg="Migration successfully executed" id="Update user table charset" duration=33.594µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.124110929Z level=info msg="Executing migration" id="Add last_seen_at column to user"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.125133706Z level=info msg="Migration successfully executed" id="Add last_seen_at column to user" duration=1.023579ms
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.146239621Z level=info msg="Executing migration" id="Add missing user data"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.146593267Z level=info msg="Migration successfully executed" id="Add missing user data" duration=355.841µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.161865511Z level=info msg="Executing migration" id="Add is_disabled column to user"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.163187833Z level=info msg="Migration successfully executed" id="Add is_disabled column to user" duration=1.322942ms
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.172917303Z level=info msg="Executing migration" id="Add index user.login/user.email"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.173690681Z level=info msg="Migration successfully executed" id="Add index user.login/user.email" duration=771.834µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.205450498Z level=info msg="Executing migration" id="Add is_service_account column to user"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.20670964Z level=info msg="Migration successfully executed" id="Add is_service_account column to user" duration=1.265475ms
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.214670148Z level=info msg="Executing migration" id="Update is_service_account column to nullable"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.220289796Z level=info msg="Migration successfully executed" id="Update is_service_account column to nullable" duration=5.619317ms
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.23141624Z level=info msg="Executing migration" id="Add uid column to user"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.232517114Z level=info msg="Migration successfully executed" id="Add uid column to user" duration=1.101745ms
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.241719161Z level=info msg="Executing migration" id="Update uid column values for users"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.241960405Z level=info msg="Migration successfully executed" id="Update uid column values for users" duration=239.451µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.25178762Z level=info msg="Executing migration" id="Make sure users uid are set"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.25201578Z level=info msg="Migration successfully executed" id="Make sure users uid are set" duration=229.302µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.255814858Z level=info msg="Executing migration" id="Add unique index user_uid"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.256777071Z level=info msg="Migration successfully executed" id="Add unique index user_uid" duration=962.494µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.271207629Z level=info msg="Executing migration" id="Add is_provisioned column to user"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.272473955Z level=info msg="Migration successfully executed" id="Add is_provisioned column to user" duration=1.267708ms
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.28833622Z level=info msg="Executing migration" id="update login field with orgid to allow for multiple service accounts with same name across orgs"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.288672514Z level=info msg="Migration successfully executed" id="update login field with orgid to allow for multiple service accounts with same name across orgs" duration=333.097µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.302585657Z level=info msg="Executing migration" id="update service accounts login field orgid to appear only once"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.303034072Z level=info msg="Migration successfully executed" id="update service accounts login field orgid to appear only once" duration=450.038µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.310863213Z level=info msg="Executing migration" id="update login and email fields to lowercase"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.311306118Z level=info msg="Migration successfully executed" id="update login and email fields to lowercase" duration=443.336µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.325496333Z level=info msg="Executing migration" id="update login and email fields to lowercase2"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.325796659Z level=info msg="Migration successfully executed" id="update login and email fields to lowercase2" duration=301.628µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.336643003Z level=info msg="Executing migration" id="Add index on user.is_service_account and user.last_seen_at"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.337488336Z level=info msg="Migration successfully executed" id="Add index on user.is_service_account and user.last_seen_at" duration=846.034µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.360862795Z level=info msg="Executing migration" id="create temp user table v1-7"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.361546744Z level=info msg="Migration successfully executed" id="create temp user table v1-7" duration=686.153µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.381733388Z level=info msg="Executing migration" id="create index IDX_temp_user_email - v1-7"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.3824192Z level=info msg="Migration successfully executed" id="create index IDX_temp_user_email - v1-7" duration=686.984µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.390459718Z level=info msg="Executing migration" id="create index IDX_temp_user_org_id - v1-7"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.391289352Z level=info msg="Migration successfully executed" id="create index IDX_temp_user_org_id - v1-7" duration=830.895µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.412602007Z level=info msg="Executing migration" id="create index IDX_temp_user_code - v1-7"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.413361518Z level=info msg="Migration successfully executed" id="create index IDX_temp_user_code - v1-7" duration=760.793µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.43174863Z level=info msg="Executing migration" id="create index IDX_temp_user_status - v1-7"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.432510175Z level=info msg="Migration successfully executed" id="create index IDX_temp_user_status - v1-7" duration=763.038µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.447114441Z level=info msg="Executing migration" id="Update temp_user table charset"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.447233735Z level=info msg="Migration successfully executed" id="Update temp_user table charset" duration=121.779µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.451947396Z level=info msg="Executing migration" id="drop index IDX_temp_user_email - v1"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.452626977Z level=info msg="Migration successfully executed" id="drop index IDX_temp_user_email - v1" duration=680.111µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.458127936Z level=info msg="Executing migration" id="drop index IDX_temp_user_org_id - v1"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.45883089Z level=info msg="Migration successfully executed" id="drop index IDX_temp_user_org_id - v1" duration=704.127µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.467433974Z level=info msg="Executing migration" id="drop index IDX_temp_user_code - v1"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.468126218Z level=info msg="Migration successfully executed" id="drop index IDX_temp_user_code - v1" duration=693.507µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.494477806Z level=info msg="Executing migration" id="drop index IDX_temp_user_status - v1"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.495140495Z level=info msg="Migration successfully executed" id="drop index IDX_temp_user_status - v1" duration=664.452µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.504836011Z level=info msg="Executing migration" id="Rename table temp_user to temp_user_tmp_qwerty - v1"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.507194094Z level=info msg="Migration successfully executed" id="Rename table temp_user to temp_user_tmp_qwerty - v1" duration=2.352412ms
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.516817426Z level=info msg="Executing migration" id="create temp_user v2"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.517463303Z level=info msg="Migration successfully executed" id="create temp_user v2" duration=646.849µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.533292375Z level=info msg="Executing migration" id="create index IDX_temp_user_email - v2"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.534063077Z level=info msg="Migration successfully executed" id="create index IDX_temp_user_email - v2" duration=772.265µs
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.545471312Z level=info msg="Executing migration" id="create index IDX_temp_user_org_id - v2"
[36mgrafana-practica |[0m logger=migrator t=2025-12-03T17:30:01.54612317Z level=info msg="Migration successfully executed" id="create index IDX_temp_user_org_id - v2" duration=652.95µs
